Question,Answer,label,Source,Metadata,SuggestedQuestions,IsContextOnly,Prompts,QnaId
Hello,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
hello bot,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hello my friend,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hello there,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hey pal,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hey there,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hey there bot,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hey you,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Heya,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hey-hey,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hi,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hi bot,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hi there!,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hiya,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Hi-ya,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Howdy,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Oh hey there,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
"Oh hey, it's you",Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Oh howdy there,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
"Oh, hello",Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Shalom,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
Yo,Hi!,hello,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],182
A good evening to you,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Bon soir,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Buenas tardes,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
evenin,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
evenin',Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Evenin' to ya,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Evening to you,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
g'devenin',Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
G'devening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Good evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Good evening to you,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Have a good evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Have a great evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Here's hoping for a good evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
Here's to a great evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
I hope you have a good evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
I hope you have a great evening,Evening!,evening,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],183
A blessed morning to you,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Buenos dias,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Good morning,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Good morning starshine,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Good morning sunshine,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
"Good morning to you, bot",Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Good morrow,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Guten Morgen,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
It's a brand new day,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Mornin',Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Morning,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Morning sunshine,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
"Oh, morning",Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Rise and shine,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Top of the morning,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Top of the morning to you,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Up and attem,Morning!,morning,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],184
Buenas noches,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Don't let the bedbugs bite,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
G'night,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Good night,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Good night to you,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Have a good night,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Night,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Nighty night,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Sweet dreams,Nighty night!,night,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],185
Are you doing good?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
Are you doing OK?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
Are you doing well?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
Are you feeling good?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
Are you feeling OK?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
Are you feeling well?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
"Greetings, Bot. How are you doing?","I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How are things?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How are you doing?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How are you feeling?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How are you today?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How are you?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How art thou?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How is the day treating ya?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How is the day treating you?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How ya doing?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How you doing bot?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
How'd you sleep last night?,"I'm doing great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],186
Are you having a good day so far?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Are you having a good day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Did you enjoy your day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Did you have a decent day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Did you have a good day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Have you been enjoying the day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Having a good day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How are you doing on this day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How are you doing today?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has the day been treating ya?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your day been going?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your day been so far?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your day been thus far?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your friday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your monday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your saturday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your sunday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your thursday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your tuesday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How has your wednesday been?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How is the day going so far?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How is the day going thus far?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How is your day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How was the day for you?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How was this lovely day for you then?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How was your day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How's the day been treating you?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How's the day going so far?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How's your day going?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
How's your day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Tell me about how your day was?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
You been digging the day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
You been enjoying the day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
You enjoying the day?,"Great, thanks for asking!",how-are-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],187
Charmed,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Couldn't be happier to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Enchante,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
How do you do?,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
How nice to make your acquaintance,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
How nice to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
I couldn't be happier to finally meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
I'm pleased to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
I'm so glad to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
I'm so pleased to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It is a pleasure to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It was an honor to make your acquaintance,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It was an honor to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It's a pleasure to finally meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It's a pleasure to make your acquaintance,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It's a pleasure to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It's nice to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
It's really nice to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
I've been looking forward to meeting you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
I've been so excited to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Lovely to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Nice to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Pleased to make your acquaintance,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Pleased to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
So glad to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
So nice to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
So rad to meet you,Nice to meet you too!,nice-to-meet-you,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],188
Greetings Alexa,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Greetings Cortana,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Greetings Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Greetings Siri,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hello Alexa,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hello Bixby,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hello Cortana,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hello Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hello Siri,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hey Alexa,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hey Bixby,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hey Cortana,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hey Siri,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hey Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hi Alexa,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hi Bixby,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hi Cortana,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hi Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Hi Siri,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
OK Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Sup Alexa,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Sup Cortana,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Sup Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Sup Siri,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Yo Alexa,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Yo Cortana,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Yo Google,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Yo Siri,"That's not me, but hello nonetheless!",other-bots,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],189
Happy April fool's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Armed Forces day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Birthday!,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Citizenship day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Columbus day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Earth day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Easter,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Father's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Friendship day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Grandparents day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Groundhogs day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Halloween!,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Hannukah,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Independence day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Indigenous Peoples Day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Kwanzaa,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Martin Luther King Jr. day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Memorial day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Mother's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy National Children's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy National day of prayers,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy New Years,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Nurses' day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Parent's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy President's Day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy St. Patrick's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Super Bowl Sunday,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Thanksgiving,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Valentine's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Happy Veteran's day,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Merry Christmas,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Merry Christmas eve,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
Season's greetings!,And to you as well!,wish,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],190
How's it going?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
How's it hanging?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
Let me know what's up,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
Sup?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
Tell me what is up,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
Wazzup?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What are ya doing?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What are you doing?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What are you getting up to?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What are you up to?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What have you been doing all day?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What have you been doing today?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What have you been doing?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What is up?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What up,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's cookin'?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's cooking good looking?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's cooking with you?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's cooking?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's going on today?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's going on with you today?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's going on with you?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's going on?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's happening with you?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's happening?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's new at the zoo?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
What's new?,"Oh, not much!",whatsup,WSBPM_Cleaned.xlsx,editorial:chitchat,[],FALSE,[],191
